companyName,accountID,country,city,state,companyType,rapNetMemberSince,totalRating,yearsSinceJoining
Ventura Fine Jewellery Limited,126374,UNITED KINGDOM,Henley On Thames,Oxfordshire,Independent Jeweler,2023-09-21T00:00:00,0,1
VENU DIAMOND,67643,INDIA,MUMABI,Maharashtra,Diamond Manufacturer/Cutter,2007-09-06T00:00:00,0,17
VENUS EXPORTS - MUMBAI 2,99711,INDIA,MUMBAI,Maharashtra,Diamond Manufacturer/Cutter,2015-06-15T00:00:00,0,9
VENUS GEMS,70186,INDIA,,Maharashtra,Diamond Manufacturer/Cutter,2008-11-10T00:00:00,1,16
VENUS GEMS - Deepak Kapadia,73435,INDIA,MUMBAI,Maharashtra,Diamond Dealer/Broker,2009-12-28T00:00:00,0,15
VENUS JEWEL,51500,INDIA,MUMBAI,Maharashtra,Diamond Manufacturer/Cutter,2008-03-05T00:00:00,1,16
venus jewel co ltd,116385,JAPAN,OSAKA,,Jewelry Retailer,2020-04-07T00:00:00,0,4
Vera''s Fine Jewelers,23501,USA,Midlothian,Virginia,Independent Jeweler,2006-01-20T00:00:00,0,18
Vered Mor Diamond Cutters,91868,USA,New York,New York,Diamond Manufacturer/Cutter,2013-11-12T00:00:00,1,11
VERHOEVEN JOAILLIER,101253,FRANCE,Dunkerque,Ain,Independent Jeweler,2016-01-26T00:00:00,0,8
VRINJAL DIAM,94846,INDIA,SURAT,Gujarat,Diamond Manufacturer/Cutter,2014-06-12T00:00:00,0,10
Vrishti Diam,116046,BELGIUM,Antwerp,Antwerp,Diamond Dealer/Broker,2020-02-14T00:00:00,0,4
VRITEE IMPEX,111514,INDIA,MUMBAI,Maharashtra,Diamond Dealer/Broker,2018-12-12T00:00:00,0,6
"Vriti Diam Co., ltd",129687,THAILAND,BANGKOK,Bangkok,Diamond Manufacturer/Cutter,2024-10-28T00:00:00,0,Less than 1 year
VRITI DIAM HK LTD.,86556,HONG KONG,Hong Kong,Kowloon,Diamond Manufacturer/Cutter,2012-10-24T00:00:00,0,12
Vriti Diam Inc,123726,USA,New york,New York,Diamond and Jewelry Dealer/Broker,2022-08-23T00:00:00,0,2
VRM DIAMOND EXPORTS,104336,INDIA,SURAT,Gujarat,Diamond Dealer/Broker,2016-08-16T00:00:00,0,8
VRU STAR (HK) LIMITED,99194,HONG KONG,Hong Kong,,Diamond Manufacturer/Cutter,2015-05-12T00:00:00,0,9
VS Diamond,116088,BELGIUM,Antwerp,,Diamond Dealer/Broker,2020-02-19T00:00:00,0,4
VS Diamond Imports LLC,55987,USA,Kansas City,Missouri,Diamond Dealer/Broker,2006-04-26T00:00:00,0,18
VSK LIMITED,106313,HONG KONG,Kowloon,,Diamond Dealer/Broker,2017-04-26T00:00:00,0,7
"VSM GEMS, Inc",81641,USA,duluth,Georgia,Diamond Dealer/Broker,2012-01-11T00:00:00,0,12
VULCAN AND CO,68151,ISRAEL,Ramat Gan,Central District,Diamond Manufacturer/Cutter,2008-01-03T00:00:00,0,16
VUMMIDI BANGARU JEWELLERS,33436,INDIA,Chennai,Tamil Nadu,Independent Jeweler,2001-10-17T00:00:00,0,23
Vuthanita Jewelry,122499,CAMBODIA,Phnom enh,Khan Duanpenh,Jewelry Retailer,2022-03-01T00:00:00,0,2
VVD DIAMOND,94453,INDIA,surat,Gujarat,Jewelry Manufacturer,2014-05-14T00:00:00,0,10
VVS Diamond Corp,126281,USA,WORTH,Illinois,Not Set,2023-09-11T18:43:00,0,1
VVS DIAMONDS DMCC,110087,UAE,DUBAI,,Diamond Dealer/Broker,2018-06-26T00:00:00,0,6
VVS Gems & Jewelry Inc.,22787,USA,New York,New York,Jewelry Retailer,2018-03-13T00:00:00,0,6
VVS jewelers,127046,USA,New York,New York,Jewelry Retailer,2024-01-17T18:50:00,0,Less than 1 year
vvs jewelers and co.,126329,USA,Houston,Texas,Jewelry Retailer,2023-09-14T17:59:00,0,1
W Moll Diamonds Ltd.,22351,CANADA,Toronto,Ontario,Diamond Dealer/Broker,2006-09-12T00:00:00,0,18
W Visu,125097,HONG KONG,Hong Kong,,Diamond Dealer/Broker,2023-03-15T00:00:00,0,1
W&W JEWELLERY,104121,INDONESIA,JAKARTA,,Independent Jeweler,2016-07-20T00:00:00,0,8
"W. J. Irish, Inc.",23522,USA,Honolulu,Hawaii,Independent Jeweler,2013-04-01T00:00:00,0,11
Wixon Jewelers,7932,USA,Bloomington,Minnesota,Independent Jeweler,1999-05-05T00:00:00,0,25
Wizman Gems Int''l LTD,32552,CANADA,Toronto,Ontario,"Diamond Manufacturer/Cutter, Diamond Dealer/Broker, Online Jewelry Store",2006-02-23T00:00:00,0,18
"WJLuxury, LLC",106506,USA,Northbrook,Illinois,Independent Jeweler,2017-05-15T00:00:00,0,7
WLXT LLC,68213,USA,Metuchen,New Jersey,Diamond Manufacturer/Cutter,2015-04-22T00:00:00,0,9
"WM. Harold & Sons Jewelers, Inc.",75817,USA,Newport Beach,California,Independent Jeweler,2012-08-29T00:00:00,0,12
Wolf Diamonds LLC,69313,USA,Houston,Texas,Independent Jeweler,2008-06-05T00:00:00,0,16
Wolfgang Jewelers,122207,USA,,,,2022-03-15T00:00:00,0,2
WOLFGANG MALZAHN,66249,GERMANY,Berlin,,Diamond Dealer/Broker,2022-12-19T00:00:00,0,2
"Woodard's Diamond Showroom, Inc.",15099,USA,Tullahoma,Tennessee,Independent Jeweler,1999-01-14T00:00:00,0,25
Woolfe Jewellery Ltd.,105622,UNITED KINGDOM,Milton Keynes,,Jewelry Retailer,2017-02-06T00:00:00,0,7
World Brilliant Gem Bvba,80064,BELGIUM,Antwerpen,Antwerp,Diamond Manufacturer/Cutter,2018-03-09T00:00:00,0,6
World Diamond Group S.P.A.,111964,ITALY,Vicenza,,"Diamond Dealer/Broker, Jewelry Manufacturer",2019-02-04T00:00:00,0,5
World Gem,87294,SOUTH KOREA,Seoul,Jongno-gu,Designer,2012-12-11T00:00:00,0,12
World of Charms,81689,USA,San Francisco,California,Independent Jeweler,2012-01-13T00:00:00,0,12
World Of Jewels,119338,USA,Los Angeles,California,Polished Dealer/Broker ,2021-03-30T00:00:00,0,3
World Shiner (UK) Limited,118799,UNITED KINGDOM,london,City of London,Diamond Dealer/Broker,2021-02-02T00:00:00,0,3
WorldJewels,114311,USA,,,Jewelry Retailer,2019-08-29T00:00:00,0,5
Worlds Finest Antiques,118899,USA,Beverly Hills,California,Jewelry Retailer,2021-02-11T00:00:00,0,3
WORLDSTAR DIAMOND,124582,INDIA,MUMBAI,Gujarat,Diamond Dealer/Broker,2022-12-29T00:00:00,0,2
Worldwide Bargains Limited,118520,UNITED KINGDOM,London,,Diamond Dealer/Broker,2021-01-06T00:00:00,0,3
Worldwide Diamond,19372,USA,Los Angeles,California,Diamond Dealer/Broker,1999-06-30T00:00:00,0,25
WORLDWIDE DIAMOND MFRS. PVT. LTD.,61489,INDIA,VISAKHAPATNAM,Andhra Pradesh,Diamond Manufacturer/Cutter,2016-09-30T00:00:00,0,8
Worldwide Watches & Jewelry AS,127090,NORWAY,Tranby,,Online Jewelry Store,2024-01-28T00:00:00,0,Less than 1 year
Worthington Jewelers,33920,USA,Worthington,Ohio,Independent Jeweler,2021-07-07T00:00:00,0,3
Worthy,90693,USA,New York,New York,Auctioneer ,2013-08-29T00:00:00,0,11
Williams Distinctive Gems Inc.,28326,CANADA,Burlington,Ontario,Diamond Dealer/Broker,2006-04-24T00:00:00,0,18
"Williams Jewelers of cherry creek, ltd",17620,USA,Denver,Colorado,Independent Jeweler,2014-03-12T00:00:00,0,10
Williams Jewelers ofbrookridge ltd,23952,USA,Englewood,Colorado,Independent Jeweler,2008-01-08T00:00:00,0,16
Willis Fine Jewelry,93681,USA,Rock wall,Texas,Appraiser,2019-08-02T00:00:00,0,5
WILSON & SON Ltd,6429,USA,Scarsdale,New York,Independent Jeweler,2011-05-13T00:00:00,0,13
Wilson's Estate Jewelry,115834,USA,Philadephia,Pennsylvania,Estate Jewelry Dealer/Broker,2022-03-30T00:00:00,0,2
Wilson's Jewelry inc.,84831,USA,Los Angeles,California,Jewelry Manufacturer,2012-07-06T00:00:00,0,12
WIN & SAN,96064,MYANMAR,YANGON,,Jewelry Manufacturer,2014-09-16T01:49:50,0,10
WIN CITY  GEMS & JEWELLERY CO . LTD.,60667,MALAYSIA,Yangon,,Independent Jeweler,2009-08-09T00:00:00,0,15
WINDIAM NV,30007,BELGIUM,Antwerp,Antwerp,Diamond Dealer/Broker,2007-12-20T00:00:00,0,17
WINDSOR DIAMONDS,73562,INDIA,NEW DELHI,NEW DELHI,Jewelry Manufacturer,2010-01-12T00:00:00,0,14
Windsor Fine Jewelers Inc.,74334,USA,Augusta,Georgia,Independent Jeweler,2010-04-23T00:00:00,0,14
Windsor Jewelers,27392,USA,Winston Salem,North Carolina,Independent Jeweler,2018-06-06T00:00:00,0,6
Windsor Jewelers Inc. Estate Jewelry,27100,USA,New York,New York,Jewelry Manufacturer,1999-11-24T00:00:00,0,25
Windy City Diamonds - Chicago 2,102575,USA,Chicago,Illinois,Independent Jeweler,2016-02-19T13:54:00,0,8
"Winfa Diamond (Far East) Co., Ltd.",112750,HONG KONG,Central,,Diamond Dealer/Broker,2019-03-29T00:00:00,0,5
WING HANG DIAMOND CO LTD,20451,HONG KONG,"Kowloon, Hong Kong",,Diamond Dealer/Broker,2011-03-21T00:00:00,0,13
Winkler Ofer,72943,ISRAEL,Ramat Gan,,Polished Dealer/Broker ,2011-06-21T00:00:00,0,13
Winning Goal Trading Company Limited,112622,HONG KONG,Central,,Diamond Dealer/Broker,2019-03-22T00:00:00,0,5
Winning Jewellery,115376,HONG KONG,Hong Kong,,Independent Jeweler,2019-12-05T00:00:00,0,5
WINSTON INTERNATIONAL LLC,122274,USA,SUGAR LAND,Texas,Colored Stone Dealer/Broker,2022-02-10T00:00:00,0,2
Winston's Jewelers,54810,USA,COSTA MESA,California,Independent Jeweler,2013-11-08T00:00:00,0,11
Winter Jewelry,93952,USA,Williamsville,New York,Jewelry Manufacturer,2014-04-02T00:00:00,0,10
Wishart Jewellers,128022,AUSTRALIA,GLENELG,South Australia,Jewelry Retailer,2024-05-20T00:00:00,0,Less than 1 year
WISHPER D.A.L. SLU.,95267,SPAIN,BILBAO,,Jewelry Manufacturer,2014-07-17T05:31:01,0,10
VIYA SOLITAIRE,100611,INDIA,SURAT,Gujarat,Diamond Manufacturer/Cutter,2015-09-01T00:00:00,0,9
VIYANK GEMS,120406,INDIA,Surat,Gujarat,Diamond Dealer/Broker,2021-07-02T00:00:00,0,3
Vlad Malenko (USA) LLC,118856,USA,OREGON HOUSE,California,Polished Dealer/Broker ,2021-02-09T00:00:00,0,3
VLK DIAMOND,103372,INDIA,Surat,Gujarat,"Diamond Manufacturer/Cutter, Diamond Dealer/Broker",2016-05-02T00:00:00,0,8
VM JEWELS,111799,INDIA,MUMBAI,Maharashtra,Diamond Dealer/Broker,2019-01-18T00:00:00,0,5
VMK Diamonds Ltd.,78458,ISRAEL,Ramat Gan,,Diamond Manufacturer/Cutter,2011-05-18T00:00:00,0,13
VN Diamonds,86423,HONG KONG,Tsim Sha Tsui,Kowloon,"Diamond Dealer/Broker, Independent Jeweler 1-5 Stores",2012-10-18T00:00:00,0,12
VN TRADE,74846,HONG KONG,KOWLOON,,Diamond Dealer/Broker,2010-06-21T00:00:00,0,14
VNC GEMS,111916,INDIA,SURAT,Gujarat,"Diamond Manufacturer/Cutter, Jewelry Manufacturer",2019-01-31T00:00:00,0,5
Voltaire Diamonds,109708,IRELAND,Dublin 2,,Independent Jeweler,2018-05-22T00:00:00,0,6
VomDiam,98021,BELGIUM,Antwerp,Antwerp,Diamond Dealer/Broker,2020-01-31T00:00:00,0,4
Von Bargen's,14884,USA,Hanover,New Hampshire,Independent Jeweler,2010-03-01T00:00:00,0,14
Von Kock Juwelier GmbH,124560,AUSTRIA,Wien,Burgenland,Jeweler ,2022-12-27T09:32:00,0,2
Vonbl Trade(Hong Kong)Limited,86869,HONG KONG,Kowloon,,Diamond Dealer/Broker,2012-11-12T00:00:00,0,12
VORA DIAMONDS,111060,INDIA,MUMBAI,Maharashtra,Diamond Dealer/Broker,2018-10-17T00:00:00,0,6
Vora Gems,19165,USA,Los Angeles,California,Diamond Dealer/Broker,2014-11-21T00:00:00,0,10
VORA GEMS,95931,INDIA,MUMBAI,Maharashtra,Diamond Dealer/Broker,2014-09-04T00:00:00,0,10
VORA SOLITAIRE,129487,INDIA,Mumbai,Maharashtra,,2024-10-07T00:00:00,0,Less than 1 year
VR Diamonds Bvba,121997,BELGIUM,Antwerp,Antwerp,Diamond Dealer/Broker,2022-01-14T00:00:00,0,2
Vraj Diamonds,127950,AUSTRALIA,Melbourne,Australian Capital Territory,Wholesaler ,2024-05-08T00:00:00,0,Less than 1 year
VRAJ IMPEX-JASMIN,86177,INDIA,MUMBAI,Maharashtra,Diamond Dealer/Broker,2012-10-03T00:00:00,0,12
Vraj Mathura Impex,120262,INDIA,Surat,Gujarat,Diamond Manufacturer/Cutter,2021-06-15T00:00:00,0,3
VRAM INC.,104897,USA,Los Angeles,California,Designer,2016-10-31T00:00:00,0,8
VRAMS DIAMONDS DMCC,102771,UAE,Dubai,,"Diamond Manufacturer/Cutter, Diamond Dealer/Broker",2016-03-08T00:00:00,0,8
VRAMS IMPEX (HK) LTD.,78174,HONG KONG,Kowloon,Kowloon,Diamond Manufacturer/Cutter,2011-04-26T00:00:00,0,13
XingJiaFu,114791,CHINA,Shenzhen,Guangdong,Diamond Dealer/Broker,2019-10-24T00:00:00,0,5
XinQing Tech Ltd,125038,CHINA,Shenzhen,Guangdong,Diamond Dealer/Broker,2023-03-09T00:00:00,0,1
Xinxi Jewelry Ltd.,84284,CHINA,Zhenzhou,Henan,Diamond Dealer/Broker,2012-05-30T00:00:00,0,12
XinZhiYuan Jewelry,111641,CHINA,FoShan,Guangdong,Jewelry Retailer,2019-01-07T00:00:00,0,5
XiShi Jewelry,110983,CHINA,Hangzhou,Zhejiang,"Diamond Dealer/Broker, Jewelry Retail Chain 1-5 Stores",2018-10-12T00:00:00,0,6
XIV Karats Ltd,1132,USA,Beverly Hills,California,Independent Jeweler,1999-06-21T00:00:00,0,25
XL Diamonds,102473,USA,NEW YORK,New York,Diamond Manufacturer/Cutter,2016-02-08T00:00:00,0,8
Xo Diamonds LLC - Salamanca,81285,USA,SALAMANCA,New York,Diamond Dealer/Broker,2011-12-12T00:00:00,0,13
Xomox Jewelry Inc.,35140,USA,NEW YORK,New York,"Jewelry Manufacturer, Designer",2006-02-08T00:00:00,0,18
Xuelai Yang Jewellery Limited,128325,UNITED KINGDOM,London,London Borough of Camden,Jewelry Retailer,2024-06-25T00:00:00,0,Less than 1 year
Y K DIAGEMS,97740,INDIA,MUMBAI,Maharashtra,Diamond Manufacturer/Cutter,2015-01-30T00:00:00,0,9
Y&M Design Jewelry,99252,USA,Los Angeles,California,Independent Jeweler,2015-05-14T00:00:00,0,9
Y&S diamond  inc,106656,USA,New York,New York,Diamond Dealer/Broker,2017-06-02T00:00:00,0,7
Y-R-M Zion Diamonds Ltd,115736,ISRAEL,Ramat Gan,Central District,Diamond Dealer/Broker,2020-01-12T00:00:00,0,4
Y. Aronov Diamonds Corp.,69971,USA,NEW YORK,New York,Diamond Dealer/Broker,2008-09-23T00:00:00,0,16
Y. B. D Trading,116016,BELGIUM,Antwerp,,Diamond Dealer/Broker,2020-02-11T00:00:00,0,4
Y. Dvash USA,33878,USA,New York,New York,Diamond Manufacturer/Cutter,2001-11-19T00:00:00,0,23
Y. Enayatian & Sons Gem Corp,47695,USA,New York,New York,Diamond Dealer/Broker,2003-07-18T00:00:00,0,21
Y. WELTSCHER DIAMONDS,80100,UNITED KINGDOM,London,,Diamond Dealer/Broker,2011-09-19T00:00:00,0,13
Y.B.Y Diamonds LTD,96523,ISRAEL,Ramat Gan,,Diamond Manufacturer/Cutter,2014-10-23T00:00:00,0,10
Y.D Jewelry,112292,CHINA,Shenzhen,Guangdong,Jewelry Retailer,2019-02-28T00:00:00,0,5
Y.K.D DIAMONDS LTD.,84430,ISRAEL,Ramat Gan,Central District,Diamond Dealer/Broker,2012-06-11T00:00:00,0,12
Y.L GOLAN DIAMONDS LTD.,69944,ISRAEL,Ramat Gan,,Diamond Manufacturer/Cutter,2008-09-18T00:00:00,0,16
Y.M.B Diamonds,127113,USA,New York,New York,Diamond Dealer/Broker,2024-02-01T00:00:00,0,Less than 1 year
Y.Moskovich,92933,USA,Denver,Colorado,Independent Jeweler,2019-08-13T00:00:00,0,5
WHITE STAR,91637,INDIA,MUMBAI,Maharashtra,Diamond Dealer/Broker,2013-10-22T00:00:00,0,11
WHITE STAR EXPORT,119349,INDIA,MUMBAI,Maharashtra,Diamond Manufacturer/Cutter,2021-03-18T00:00:00,0,3
Whitecarat diamonds private limited,129175,INDIA,,,,2024-09-02T00:00:00,0,Less than 1 year
Whiteflash Inc.,53492,USA,Sugar Land,Texas,"Independent Jeweler, Online Jewelry Store",2008-12-17T00:00:00,0,16
Whitehouse Brothers,112418,USA,Blue Ash,Ohio,Jewelry Manufacturer,2019-03-08T00:00:00,0,5
Whitemarsh Jewelers,29683,USA,CONSHOHOCKEN,Pennsylvania,Independent Jeweler,2006-01-11T00:00:00,0,18
Whitestone,75748,USA,Los Angeles,California,Independent Jeweler,2010-10-06T00:00:00,0,14
Whitestone Fine Jewelry,77272,USA,Cedar Park,Texas,Independent Jeweler,2015-12-01T00:00:00,0,9
Whitestone Midtown Inc,129105,USA,Miami,Florida,Jewelry Retailer,2024-08-22T00:00:00,0,Less than 1 year
Whiting Gems Pty Ltd.,122552,AUSTRALIA,Melbourne,Victoria,Jewelry Retailer,2022-03-06T00:00:00,0,2
Wholesale Jewellers Plus,100441,CANADA,Goderich,Ontario,Jewelry Retailer,2019-05-09T00:00:00,0,5
Wholesale Jewelry Outlet,15424,USA,Wilmington,Delaware,Independent Jeweler,2014-11-18T00:00:00,0,10
WHY JEWELLERS,53636,UNITED KINGDOM,Dorset,Dorset,Jewelry Manufacturer,2010-01-10T00:00:00,0,14
Wicare,124834,BRAZIL,Veen,Acre,Independent Jeweler,2023-02-08T00:00:00,0,1
Wickersham Jewelry Inc.,25950,USA,Rothschild,Wisconsin,Independent Jeweler,2010-02-11T00:00:00,0,14
Wilf Diamonds Ltd.,96870,ISRAEL,Ramat Gan,Central District,Diamond Dealer/Broker,2014-11-18T00:00:00,0,10
WILK sarl,100641,FRANCE,,,Diamond Dealer/Broker,2015-09-03T00:00:00,0,9
Willamette Artisans,91237,USA,Eugene,Oregon,Independent Jeweler,2013-09-18T18:47:00,0,11
William & Sons Fine Jewelers,91768,USA,San Diego,California,"Diamond Dealer/Broker, Independent Jeweler 1-5 Stores, Jewelry Manufacturer",2013-10-30T00:00:00,0,11
William Friedman Diamonds Ltd.,39842,USA,New York,New York,Diamond Manufacturer/Cutter,2002-03-05T00:00:00,0,22
William Goldberg Diam Corp,13716,USA,New York,New York,Diamond Dealer/Broker,1999-07-27T00:00:00,0,25
William Levine Inc.,2682,USA,Chicago,Illinois,Diamond Dealer/Broker,1999-08-23T00:00:00,0,25
William Noble Rare Jewels,4832,USA,Dallas,Texas,Independent Jeweler,2006-02-28T00:00:00,0,18
William Thomas Jewelers,81115,USA,Madison,Wisconsin,Independent Jeweler,2021-03-25T00:00:00,0,3
Williams Diamond Center,81160,USA,Mankato,Minnesota,Independent Jeweler,2011-12-05T00:00:00,0,13
Y.S Moses,73015,ISRAEL,Ramat Gan,Central District,Diamond Manufacturer/Cutter,2010-03-10T00:00:00,0,14
Yaakob Cohen,121578,ISRAEL,Ramat-Gan,,Diamond Dealer/Broker,2021-12-02T00:00:00,0,3
Yaakov Namdar Diamonds Ltd.,101998,ISRAEL,Ramat Gan,,Diamond Manufacturer/Cutter,2015-12-30T00:00:00,0,9
Yaaqov Yaniv Aharonov,112954,ISRAEL,Ramat Gan,Central District,Diamond Manufacturer/Cutter,2024-01-01T00:00:00,0,Less than 1 year
Yadegar Diamonds & Fine Jewelry,41887,USA,San Francisco,California,Independent Jeweler,2010-08-06T00:00:00,0,14
Yaelstar bv,66133,BELGIUM,Antwerpen,,Diamond Manufacturer/Cutter,2008-10-06T00:00:00,0,16
YAELSTAR DMCC,84757,UAE,DUBAI,DUBAI,Diamond Manufacturer/Cutter,2012-07-04T00:00:00,0,12
Yagu Diamond Corp.,96364,USA,Miami,Florida,Diamond Dealer/Broker,2014-10-07T15:54:53,0,10
Yakubov & Company Diamonds,76749,USA,New York,New York,Diamond Dealer/Broker,2011-01-03T00:00:00,0,13
Yakubov Team Ltd.,114267,ISRAEL,Ramat Gab,Central District,Jewelry Manufacturer,2019-08-22T00:00:00,0,5
Yale Jewelers,123698,USA,Santa Monica,California,Jewelry Retailer,2022-08-16T15:43:00,0,2
Yamron Jewelers - Naples 2,29292,USA,Naples,Florida,Independent Jeweler,2017-08-11T00:00:00,0,7
YAMUNA DIAMOND,87500,INDIA,NEW DELHI,Delhi,Diamond Dealer/Broker,2012-12-27T00:00:00,0,12
YAMUNA ENTERPRISE,107988,INDIA,MUMBAI,Maharashtra,"Diamond Manufacturer/Cutter, Rough Diamond Dealer",2017-11-08T00:00:00,0,7
Yamuna Jewels Inc,108932,USA,New York,New York,Independent Jeweler,2018-02-27T00:00:00,0,6
"Yana Diam Co., Ltd.",111944,THAILAND,Bangkok,,"Diamond Dealer/Broker, Independent Jeweler",2019-02-01T00:00:00,0,5
"Yanes Spain, SL",126944,SPAIN,Madrid,Andalusia,Diamond Dealer/Broker,2023-12-27T00:00:00,0,1
Yanina's Jewelry Inc.,76942,USA,Cedar Grove,New Jersey,Independent Jeweler,2011-01-21T00:00:00,0,13
Yaniv Diam Ltd.,120663,ISRAEL,Ramat Gan,,Diamond Dealer/Broker,2021-08-03T00:00:00,0,3
Yaniv Halperin Diamonds Ltd.,71274,ISRAEL,Ramat Gan,,Diamond Manufacturer/Cutter,2009-06-17T00:00:00,0,15
Yaniv Tabachnik,112871,ISRAEL,Ramat Gan,,Diamond Dealer/Broker,2019-04-09T00:00:00,0,5
Yaron Gem International,57036,USA,New York,New York,Diamond Dealer/Broker,2009-01-22T00:00:00,0,15
YASEEN GEMS,73933,INDIA,MUMBAI,Maharashtra,Diamond Dealer/Broker,2010-03-16T00:00:00,0,14
YASH D VIRVADIA,119359,INDIA,MUMBAI,Maharashtra,Diamond Dealer/Broker,2021-03-19T00:00:00,0,3
YASH DIAM,77462,INDIA,MUMBAI,Maharashtra,"Diamond Manufacturer/Cutter, Diamond Dealer/Broker",2011-03-04T00:00:00,0,13
VALA BROTHERS,86665,INDIA,SURAT,Gujarat,"Diamond Manufacturer/Cutter, Trade Association",2012-10-31T00:00:00,0,12
VALANI IMPEX,121480,INDIA,Mumbai,Maharashtra,Diamond Dealer/Broker,2021-11-19T00:00:00,0,3
VALCHANDSON JEWELLERS,115281,INDIA,MUMBAI,Maharashtra,Jewelry Retail Chain,2019-11-27T00:00:00,0,5
Valdiam,120915,BELGIUM,Antwerp,,Diamond Dealer/Broker,2021-09-03T00:00:00,0,3
VALDIEU FINE ARTS,71520,SWITZERLAND,Geneva,,Diamond Dealer/Broker,2010-07-16T00:00:00,0,14
"Valentin & Kalich Jewelry Mfg., Ltd.",48056,USA,NEW YORK,New York,Independent Jeweler,2015-01-14T13:31:24,0,9
Valentina diamonds Inc,117782,USA,West Covina,California,Jewelry Manufacturer,2020-10-06T00:00:00,0,4
Valentina Fine Jewellery,122639,HONG KONG,,,,2022-03-15T01:09:00,0,2
"Valerie Naifeh Fine Jewelry, LLC",29236,USA,Oklahoma City,Oklahoma,Independent Jeweler,1999-07-27T00:00:00,0,25
VALLABH JEWELLERS,73993,INDIA,NEW DELHI,Andaman & Nicobar Islands,Diamond Dealer/Broker,2010-03-23T00:00:00,0,14
Vallotton Treasures Sàrl,98877,SWITZERLAND,Lausanne,Vaud,"Appraiser, Laboratory",2015-04-22T00:00:00,0,9
Valobra Jewelry and Antiques,55516,USA,New Orleans,Louisiana,Independent Jeweler,2005-05-13T00:00:00,0,19
Valuation Centre of Australia Pty Ltd,19451,AUSTRALIA,Chatswood,New South Wales,Appraiser,2021-02-16T00:00:00,0,3
Value Company BVBA.,101750,BELGIUM,Antwerpen,,Diamond Dealer/Broker,2015-12-16T00:00:00,0,9
Value Jewelry,100173,CHINA,Shenzhen,Guangdong,"Diamond Dealer/Broker, Jewelry Retail Chain, Online Jewelry Store",2015-07-23T00:00:00,0,9
Valuence Japan,118720,JAPAN,Tokyo,,Jewelry Retailer,2021-01-24T00:00:00,0,3
ValuExchange Diamond Importers,8483,USA,San Francisco,California,Independent Jeweler,1985-01-01T00:00:00,0,39
VAMA DIAMOND,127560,INDIA,Surat,Gujarat,Jeweler ,2024-03-26T00:00:00,0,Less than 1 year
Vamas jewellery,107677,UAE,Dubai,,Jewelry Manufacturer,2017-09-26T00:00:00,0,7
Van Atkins Jewelers,124458,USA,Oxford,Mississippi,Diamond Dealer/Broker,2022-12-09T14:18:00,0,2
Van Bercken PL,105688,AUSTRALIA,Southbank,Victoria,Independent Jeweler,2017-02-14T00:00:00,0,7
Van Cleef & Arpels,4308,USA,New York,New York,Independent Jeweler,2006-02-02T00:00:00,0,18
VAN CLEEF & ARPELS,40343,FRANCE,Paris,,Independent Jeweler,2002-04-18T00:00:00,0,22
"Van Cott Jeweler, Ltd.",16396,USA,Vestal,New York,Independent Jeweler,2010-02-02T00:00:00,0,14
Van den Plas & Zonen Bv,82795,BELGIUM,Antwerp,,Diamond Dealer/Broker,2014-03-25T00:00:00,0,10
WOWooS,87883,HONG KONG,Hong Kong,,Independent Jeweler,2013-01-24T00:00:00,0,11
Wrist Aficionado,127135,USA,New York,New York,Watch Dealer,2024-02-06T14:58:00,0,Less than 1 year
WTC Diamonds,79721,USA,Los Angeles,California,"Diamond Manufacturer/Cutter, Independent Jeweler 1-5 Stores, Designer",2011-08-04T00:00:00,0,13
Wu Leung Lee (Man-Yick) Limited,75875,HONG KONG,hong kong,,Diamond Dealer/Broker,2010-10-17T00:00:00,0,14
WuHan JiaYunJiazuan Jewelry,123586,CHINA,Wuhan,Hunan,Diamond Dealer/Broker,2022-07-31T00:00:00,0,2
Wuhan LiFangMu Trading,119014,CHINA,Wuhan,Guangdong,Diamond Dealer/Broker,2021-02-21T00:00:00,0,3
Wurdack GBR,102778,GERMANY,Regensburg,,Independent Jeweler 1-5 Stores,2016-04-05T00:00:00,0,8
"WuXi XiangYunGe Jewelry Co., Ltd.",100384,CHINA,Shanghai,Shanghai,Diamond Dealer/Broker,2015-08-13T00:00:00,0,9
WWAKE,125567,USA,,New York,Jewelry Manufacturer,2023-05-23T13:50:00,0,1
Wyie De Delphi Jewellery,115995,HONG KONG,TST,,"Diamond Dealer/Broker, Jewelry Manufacturer",2020-02-06T00:00:00,0,4
Wyndstone,128392,USA,Los Angeles,California,Estate Jewelry Dealer/Broker,2024-07-02T00:00:00,0,Less than 1 year
Wynn Sun llc,107278,USA,southfield,Michigan,Designer,2017-08-18T00:00:00,0,7
Wyns Jewellery Corporation,115750,PHILIPPINES,Manila,,Independent Jeweler,2020-01-14T00:00:00,0,4
X-Sparks Ltd,96886,ISRAEL,Ramat Gan,,Diamond Manufacturer/Cutter,2016-10-10T00:00:00,0,8
X-Z,120608,CHINA,Shenzhen,Guangdong,Diamond Dealer/Broker,2021-07-27T00:00:00,0,3
"X.L JEWELRY INTERNATIONAL CO., LIMITED",80464,HONG KONG,kowloon,,Diamond Dealer/Broker,2011-10-11T00:00:00,0,13
Xiamen City Zhou Rui Fu Jewelry Ltd.,74831,CHINA,Xiamen City,,Independent Jeweler,2010-06-17T00:00:00,0,14
